Id,Prediction
177,3522674.4444444445
178,3608719.111111111
179,4939129.888888889
180,3879351.111111111
181,3975857.222222222
182,7211414.777777778
183,3909518.4444444445
184,4926095.0
185,3387696.222222222
186,3575309.222222222
187,6251496.666666667
188,5531869.444444444
189,4738875.0
190,6012625.0
191,4878607.666666667
192,5070005.777777778
193,3798346.888888889
194,3096176.5555555555
195,6024820.555555556
196,3830269.222222222
197,4186914.5555555555
198,4994419.222222222
199,4474079.555555556
200,5561320.555555556
201,3420121.222222222
202,4881618.111111111
203,4051504.111111111
204,5488921.111111111
205,4910937.444444444
206,4157919.3333333335
207,3994235.0
208,5079738.666666667
209,3800384.111111111
210,5636267.444444444
211,3883487.3333333335
212,4756445.222222222
213,2816768.5555555555
214,5573626.111111111
215,2938234.222222222
216,5126038.333333333
217,5185454.555555556
218,3521397.222222222
219,3705990.111111111
220,5234479.777777778
221,3910259.0
222,5060519.333333333
223,4042441.5555555555
224,4659325.0
225,4125055.111111111
226,5241678.333333333
227,5987073.444444444
228,2735441.0
229,2787036.777777778
230,5383776.333333333
231,8519383.444444444
232,6480510.111111111
233,4774840.777777778
234,4526390.444444444
235,5242370.0
236,4100716.6666666665
237,3119043.6666666665
238,6088402.111111111
239,6481997.555555556
240,4185163.888888889
241,3926034.5555555555
242,3481574.222222222
243,5051899.111111111
244,4970881.777777778
245,6039041.0
246,3838351.111111111
247,4283602.222222222
248,4650492.555555556
249,4714848.888888889
250,4755911.222222222
251,6142721.111111111
252,5131564.0
253,4000042.222222222
254,4325536.333333333
255,5433923.666666667
256,2562736.3333333335
257,3904398.3333333335
258,2794192.0
259,4111152.0
260,4208791.888888889
261,4499236.666666667
262,4524949.333333333
263,3304801.3333333335
264,3707529.3333333335
265,5401652.0
266,5000287.333333333
267,8511938.666666666
268,5084129.777777778
269,4006777.3333333335
270,4504216.333333333
271,4269265.777777778
272,4208966.111111111
273,4607195.888888889
274,2537891.4444444445
275,5091079.444444444
276,5223405.222222222
277,4158151.6666666665
278,4913592.0
279,3738428.111111111
280,5042658.333333333
281,4128486.888888889
282,4326432.888888889
283,4015562.6666666665
284,5143878.111111111
285,2315593.777777778
286,5013378.111111111
287,4216018.888888889
288,5419574.444444444
289,4051220.0
290,4585807.777777778
291,4867235.0
292,2824111.222222222
293,3524620.777777778
294,4962251.222222222
295,4047664.3333333335
296,6225020.777777778
297,5118361.777777778
298,4100768.222222222
299,4422799.0
300,4265278.222222222
301,5402756.333333333
302,4239354.111111111
303,4030740.222222222
304,4581230.444444444
305,3613354.5555555555
306,3393258.3333333335
307,6930507.333333333
308,3786499.777777778
309,4347609.555555556
310,4625997.777777778
311,3803057.0
312,3904124.111111111
313,4290867.555555556
314,3875889.6666666665
315,4502137.222222222
316,3595055.4444444445
317,5643972.888888889
318,6300863.888888889
319,5553928.888888889
320,7854985.555555556
321,4611293.111111111
322,3994648.222222222
323,5096829.222222222
324,4430458.111111111
325,4868170.222222222
326,4578728.333333333
327,3466666.6666666665
328,4095878.111111111
329,5465024.555555556
330,4708669.0
331,6241193.888888889
332,4184653.111111111
333,5532116.111111111
334,4823188.777777778
335,4107410.222222222
336,2498921.222222222
337,4689771.777777778
338,4088988.6666666665
339,3677765.111111111
340,5983061.555555556
341,4836172.333333333
342,3019530.222222222
343,5372674.111111111
344,3243272.888888889
345,3168094.3333333335
346,4303547.666666667
347,7391488.333333333
348,4232381.111111111
349,3402877.0
350,3951227.5555555555
351,5148078.666666667
352,5007561.777777778
353,4126725.5555555555
354,3684119.6666666665
355,4642590.666666667
356,4346492.222222222
357,5332219.444444444
358,3741866.5555555555
359,5337399.444444444
360,3623731.6666666665
361,3327725.777777778
362,3306588.3333333335
363,4670531.444444444
364,6724553.888888889
365,4923731.222222222
366,4423589.0
367,2479914.777777778
368,5223911.888888889
369,2949120.888888889
370,4179695.111111111
371,4618180.222222222
372,4003331.888888889
373,5980060.555555556
374,4153475.0
375,6867959.111111111
376,3761285.222222222
377,3817407.4444444445
378,5485321.888888889
379,3985152.777777778
380,5391815.0
381,2757898.0
382,4706504.222222222
383,4211057.777777778
384,4844428.666666667
385,6435772.888888889
386,4513723.444444444
387,5005097.111111111
388,5332430.0
389,3717909.4444444445
390,5117674.666666667
391,4150946.0
392,3866020.6666666665
393,4282720.666666667
394,5962470.333333333
395,2699640.4444444445
396,7882955.0
397,5308884.333333333
398,4491630.888888889
399,4318064.555555556
400,4282731.888888889
401,3412488.222222222
402,4908640.666666667
403,4943737.111111111
404,4007475.5555555555
405,5112846.0
406,5334459.777777778
407,4405417.0
408,3242482.6666666665
409,3235870.222222222
410,3103558.777777778
411,4383762.333333333
412,4389518.0
413,6056898.0
414,4326247.111111111
415,4921298.111111111
416,5868679.888888889
417,3194818.3333333335
418,4113532.0
419,4222236.222222222
420,3698518.3333333335
421,4519979.333333333
422,6367140.444444444
423,3148610.0
424,5736449.777777778
425,4612595.555555556
426,4500510.222222222
427,4655212.222222222
428,3667128.111111111
429,4295216.555555556
430,4313332.222222222
431,4408862.666666667
432,2935680.4444444445
433,4873387.666666667
434,4659402.222222222
435,4405784.222222222
436,3419809.888888889
437,2794939.777777778
438,4213966.222222222
439,6482362.888888889
440,4816858.888888889
441,4849869.888888889
442,4001217.5555555555
443,4970065.222222222
444,3786218.777777778
445,5535897.0
446,6581344.555555556
447,4002700.222222222
448,7696311.111111111
449,5053952.333333333
450,4382837.777777778
451,3774960.3333333335
452,3996616.111111111
453,5162899.666666667
454,4390869.0
455,3762394.111111111
456,3743343.4444444445
457,5181796.222222222
458,3968554.222222222
459,2498921.222222222
460,5262827.0
461,3716089.0
462,5438532.444444444
463,4517185.222222222
464,5046804.333333333
465,3764098.5555555555
466,3743852.111111111
467,4289323.666666667
468,3979495.6666666665
469,5619038.0
470,4959032.222222222
471,4009575.0
472,3709949.6666666665
473,4625842.444444444
474,5325266.888888889
475,3662225.5555555555
476,3223553.5555555555
477,4404968.333333333
478,3896408.4444444445
479,4166248.6666666665
480,4942776.0
481,5221644.111111111
482,4379432.111111111
483,3927215.888888889
484,5019360.777777778
485,4699344.555555556
486,4811685.555555556
487,5473703.444444444
488,4483750.0
489,4252572.555555556
490,5262727.777777778
491,3334807.111111111
492,4493930.555555556
493,4511521.444444444
494,5029242.111111111
495,4155802.5555555555
496,4150326.6666666665
497,5819618.555555556
498,3332118.222222222
499,4551723.888888889
500,4788205.888888889
501,3652189.4444444445
502,4819136.111111111
503,6216574.0
504,5562946.777777778
505,3311157.777777778
506,6519215.444444444
507,4306106.777777778
508,3561242.777777778
509,5010465.222222222
510,4462562.0
511,5108778.777777778
512,3811717.111111111
513,6936419.555555556
514,4306424.0
515,3494735.4444444445
516,3215804.777777778
517,4733686.333333333
518,5594246.333333333
519,4421543.666666667
520,5751782.111111111
521,4697372.555555556
522,5970634.222222222
523,5567751.333333333
524,4160129.3333333335
525,4236874.222222222
526,3066858.5555555555
527,4134421.777777778
528,4398533.888888889
529,5279074.333333333
530,3802234.777777778
531,5491441.0
532,5066892.444444444
533,4392529.111111111
534,4990492.666666667
535,4516159.777777778
536,4220712.111111111
537,4287873.0
538,4161170.222222222
539,4249743.888888889
540,5370572.333333333
541,4482600.111111111
542,5758227.666666667
543,4556998.222222222
544,4696130.888888889
545,3358843.888888889
546,3251273.3333333335
547,7386234.111111111
548,4278018.555555556
549,4621736.333333333
550,3435965.5555555555
551,3638286.6666666665
552,4937166.222222222
553,4689324.222222222
554,3545582.3333333335
555,4522424.444444444
556,2456315.5555555555
557,5174630.666666667
558,4026348.3333333335
559,3856318.5555555555
560,5424427.0
561,5452761.444444444
562,3112185.888888889
563,3912156.4444444445
564,4215198.777777778
565,4395734.222222222
566,3345793.3333333335
567,5789766.777777778
568,3369736.888888889
569,4908640.666666667
570,5710787.888888889
571,4519205.777777778
572,4543368.222222222
573,3984853.5555555555
574,4481007.333333333
575,3236772.777777778
576,6536142.333333333
577,3966766.3333333335
578,3356953.5555555555
579,5060690.777777778
580,4677070.555555556
581,4932763.111111111
582,5071522.444444444
583,5674415.333333333
584,4354530.111111111
585,2943097.222222222
586,3088667.222222222
587,4883474.666666667
588,6012821.777777778
589,3784739.6666666665
590,4953935.111111111
591,3723453.4444444445
592,5331691.555555556
593,4304336.222222222
594,4449078.666666667
595,4161820.3333333335
596,5256500.444444444
597,4502807.555555556
598,5205646.888888889
599,4614245.111111111
600,4680067.0
601,3762911.0
602,4704398.888888889
603,3425274.4444444445
604,4152886.4444444445
605,4987976.0
606,3167142.111111111
607,4916015.888888889
608,4038535.6666666665
609,5998170.0
610,5659627.111111111
611,3339699.888888889
612,5099530.333333333
613,6586309.888888889
614,4405184.888888889
615,4137869.3333333335
616,4473534.777777778
617,5707722.111111111
618,7433425.222222222
619,4232608.666666667
620,3689334.777777778
621,5142736.888888889
622,4233074.888888889
623,4174280.5555555555
624,6313500.0
625,3285355.0
626,4276397.555555556
627,4744207.666666667
628,3350512.777777778
629,5750740.333333333
630,5474884.888888889
631,4851128.777777778
632,4978535.444444444
633,4590840.888888889
634,2507357.111111111
635,5064293.111111111
636,4585929.666666667
637,4209339.111111111
638,4868170.222222222
639,4993787.555555556
640,4363237.0
641,4818153.0
642,3774493.111111111
643,3896037.5555555555
644,5548011.888888889
645,2727603.222222222
646,6426982.111111111
647,3563503.0
648,3903586.777777778
649,4942776.0
650,4093244.6666666665
651,3781218.111111111
652,4680067.0
653,5534832.555555556
654,5262939.555555556
655,6015946.222222222
656,3652033.3333333335
657,4418147.888888889
658,4963926.111111111
659,3598970.5555555555
660,4787278.666666667
661,6233998.555555556
662,6033301.222222222
663,3992625.222222222
664,4727991.777777778
665,4585286.888888889
666,6848497.444444444
667,3605885.888888889
668,4263735.0
669,4428331.555555556
670,5320680.666666667
671,4559055.666666667
672,4573729.666666667
673,4756116.444444444
674,4522699.444444444
675,4926691.666666667
676,3429633.3333333335
677,3994010.111111111
678,6178926.777777778
679,5097148.555555556
680,4142050.777777778
681,5162120.111111111
682,3115976.777777778
683,5130702.888888889
684,4004481.111111111
685,4726616.888888889
686,4196368.666666667
687,2965641.4444444445
688,4970881.777777778
689,3419026.222222222
690,3610498.0
691,4097151.6666666665
692,4775948.111111111
693,5193428.777777778
694,3271167.111111111
695,3470257.111111111
696,3593625.111111111
697,4828453.888888889
698,5687104.111111111
699,2412340.3333333335
700,4391673.777777778
701,2683217.777777778
702,7130761.222222222
703,4284607.555555556
704,4401100.666666667
705,4057244.777777778
706,6178683.444444444
707,4946277.111111111
708,5114984.666666667
709,3460605.111111111
710,5222420.888888889
711,6326336.111111111
712,3834054.4444444445
713,4675615.111111111
714,4265277.666666667
715,2560652.3333333335
716,3611111.111111111
717,4363366.0
718,6005868.111111111
719,5652130.777777778
720,5500174.0
721,4212358.888888889
722,4262270.888888889
723,3465186.777777778
724,4341961.111111111
725,4788350.666666667
726,4440847.0
727,3444385.3333333335
728,3750887.0
729,4670534.0
730,4095828.6666666665
731,4973853.333333333
732,3649171.0
733,6833844.777777778
734,4277471.0
735,4180607.5555555555
736,4039141.0
737,4428009.333333333
738,4086791.4444444445
739,3340485.111111111
740,4435918.444444444
741,5307877.222222222
742,4502308.333333333
743,5327980.777777778
744,4796317.0
745,4541291.222222222
746,2705876.111111111
747,5144864.111111111
748,6742698.222222222
749,4605386.0
750,6723105.111111111
751,3970005.6666666665
752,4268931.777777778
753,3340773.6666666665
754,3805807.888888889
755,3739912.6666666665
756,3517752.3333333335
757,5083268.666666667
758,4324844.111111111
759,5643060.777777778
760,5039381.666666667
761,3930758.222222222
762,4602765.888888889
763,4092446.4444444445
764,3570813.888888889
765,4968206.777777778
766,4267980.555555556
767,4484296.333333333
768,3780694.6666666665
769,5084129.777777778
770,3925667.777777778
771,5240187.555555556
772,5526030.888888889
773,3651612.3333333335
774,4351195.555555556
775,4509213.333333333
776,4036203.3333333335
777,5601963.888888889
778,3955769.111111111
779,3122581.0
780,4274112.111111111
781,4880983.0
782,5668759.444444444
783,5459493.888888889
784,4064453.5555555555
785,4884767.222222222
786,5341416.333333333
787,4743955.666666667
788,4094088.3333333335
789,4697516.666666667
790,3140794.777777778
791,3872446.111111111
792,2493401.888888889
793,3443455.222222222
794,2548283.111111111
795,4048712.888888889
796,4062171.111111111
797,4055249.777777778
798,4562000.0
799,4823410.222222222
800,6023566.0
801,7553592.888888889
802,5632549.666666667
803,4481007.333333333
804,3237224.222222222
805,4170668.222222222
806,4246167.555555556
807,3583658.6666666665
808,7115569.777777778
809,3396152.0
810,5271786.0
811,4360215.222222222
812,4841830.444444444
813,4140319.222222222
814,3100088.888888889
815,6005379.444444444
816,3863103.4444444445
817,3675519.4444444445
818,3945572.4444444445
819,3891608.111111111
820,4058191.888888889
821,4119940.5555555555
822,4891818.222222222
823,5357359.777777778
824,4275505.888888889
825,4768831.555555556
826,5952034.111111111
827,2812508.222222222
828,4703887.444444444
829,3323542.6666666665
830,5454849.111111111
831,7414998.444444444
832,4049271.888888889
833,5133911.333333333
834,4317263.666666667
835,4025126.222222222
836,2616511.777777778
837,4664322.666666667
838,3392954.777777778
839,2683710.0
840,4353303.111111111
841,4014160.0
842,3815543.4444444445
843,4966490.222222222
844,3448989.888888889
845,4078810.777777778
846,4058632.4444444445
847,4673209.777777778
848,3208122.222222222
849,4459297.777777778
850,3634013.111111111
851,4888120.111111111
852,6481420.777777778
853,5106996.777777778
854,4563487.666666667
855,3969947.777777778
856,4233141.555555556
857,4205719.222222222
858,4122217.4444444445
859,4128130.3333333335
860,4253603.444444444
861,5971428.333333333
862,4419825.444444444
863,4563737.666666667
864,6459827.222222222
865,5408695.0
866,3068495.6666666665
867,3797557.3333333335
868,3886969.0
869,5017321.444444444
870,3339796.0
871,4917732.333333333
872,3430343.888888889
873,3925820.111111111
874,4541291.222222222
875,6566946.777777778
876,4270760.222222222
877,5091922.333333333
878,2377901.0
879,4155187.3333333335
880,3840775.111111111
881,4026145.6666666665
882,4104622.3333333335
883,3408812.777777778
884,4533639.444444444
885,5926569.222222222
886,3721230.3333333335
887,4797673.333333333
888,5607986.666666667
889,4129616.4444444445
890,4622103.222222222
891,4145769.222222222
892,6362965.111111111
893,3416647.111111111
894,4955875.0
895,4117867.111111111
896,4198836.0
897,4668051.777777778
898,4296474.333333333
899,5172165.555555556
900,3436107.5555555555
901,5907965.222222222
902,4359708.444444444
903,3779494.6666666665
904,3781888.888888889
905,4201231.222222222
906,4544821.111111111
907,5433189.444444444
908,5145604.555555556
909,6205795.222222222
910,4865916.0
911,4550056.666666667
912,4506522.555555556
913,4894522.666666667
914,3949625.0
915,4101529.777777778
916,3136297.6666666665
917,4121337.3333333335
918,4741475.777777778
919,3503422.3333333335
920,4938395.666666667
921,3582509.777777778
922,3438661.0
923,4591295.666666667
924,4406904.777777778
925,4678419.555555556
926,5281029.555555556
927,5226582.777777778
928,4618084.111111111
929,3833012.0
930,6205709.0
931,4498584.777777778
932,3998421.111111111
933,4574993.666666667
934,4261488.555555556
935,4632411.888888889
936,3744800.888888889
937,3478229.6666666665
938,4794087.333333333
939,4482928.111111111
940,3932705.222222222
941,5174736.888888889
942,4080005.777777778
943,5040984.444444444
944,4934307.888888889
945,2642056.0
946,5499336.111111111
947,3473819.4444444445
948,4442182.555555556
949,4448610.111111111
950,5361225.444444444
951,3367227.222222222
952,4608508.444444444
953,3154285.0
954,4868170.222222222
955,5167004.666666667
956,4433235.444444444
957,6069248.444444444
958,4282896.111111111
959,3880246.777777778
960,5019385.555555556
961,4824150.888888889
962,5343224.777777778
963,4892560.888888889
964,5173532.0
965,3151429.3333333335
966,4651236.444444444
967,5102217.888888889
968,5157349.666666667
969,4350155.666666667
970,4001140.0
971,2892942.6666666665
972,3624266.777777778
973,3633790.888888889
974,4189184.0
975,3563755.3333333335
976,3773263.3333333335
977,4966616.444444444
978,5181167.222222222
979,4927861.111111111
980,6304050.0
981,3767835.777777778
982,3744619.888888889
983,7316691.777777778
984,5029018.444444444
985,3906261.888888889
986,4794087.333333333
987,4924264.111111111
988,4420443.0
989,3868593.4444444445
990,4835597.444444444
991,3377406.111111111
992,4629294.444444444
993,5421372.222222222
994,5584000.111111111
995,3523130.888888889
996,5539656.0
997,4673152.555555556
998,4289951.888888889
999,4505754.111111111
1000,4524716.555555556
1001,3733547.222222222
1002,3703110.5555555555
1003,5130702.888888889
1004,5010430.0
1005,4268555.666666667
1006,5837541.222222222
1007,4107779.888888889
1008,3532956.5555555555
1009,4572287.777777778
1010,3714318.0
1011,5478887.888888889
1012,3624052.5555555555
1013,4917935.222222222
1014,2892293.3333333335
1015,5747730.0
1016,5221964.222222222
1017,4057219.4444444445
1018,3854934.777777778
1019,4063391.3333333335
1020,5817536.111111111
1021,5806942.0
1022,4863293.444444444
1023,5210269.666666667
1024,2866480.6666666665
1025,4999275.444444444
1026,3609925.111111111
1027,3322336.777777778
1028,5207548.555555556
1029,3105707.777777778
1030,5259683.222222222
1031,4312966.333333333
1032,3236848.4444444445
1033,4639135.666666667
1034,5967968.888888889
1035,3909117.777777778
1036,4106181.3333333335
1037,4416010.555555556
1038,4028712.5555555555
1039,3976713.6666666665
1040,5085671.111111111
1041,4183074.3333333335
1042,5258032.555555556
1043,4098292.777777778
1044,4929081.222222222
1045,4723367.222222222
1046,5035192.555555556
1047,7049501.333333333
1048,3719389.0
1049,4486413.222222222
1050,4942776.0
1051,4042813.5555555555
1052,4097668.222222222
1053,3406625.222222222
1054,5249072.333333333
1055,3142503.222222222
1056,4932625.444444444
1057,5584646.333333333
1058,2568808.888888889
1059,6566315.222222222
1060,4654472.888888889
1061,5064293.111111111
1062,4514559.444444444
1063,4409984.111111111
1064,4552825.111111111
1065,6909597.0
1066,5010975.888888889
1067,4371032.222222222
1068,4756647.333333333
1069,2520952.3333333335
1070,4552764.777777778
1071,3088858.6666666665
1072,5037809.444444444
1073,5285017.666666667
1074,4472062.666666667
1075,4950005.333333333
1076,4273782.888888889
1077,3921372.3333333335
1078,3676722.777777778
1079,5198520.0
1080,3956175.5555555555
1081,3772529.111111111
1082,4517417.222222222
1083,5125512.777777778
1084,2757398.6666666665
1085,2398190.3333333335
1086,5821272.555555556
1087,4301556.555555556
1088,5535596.222222222
1089,2820601.111111111
1090,4629639.888888889
1091,4687845.777777778
1092,3626385.0
1093,4929163.555555556
1094,4210908.666666667
1095,6094480.0
1096,3322624.777777778
1097,3577280.3333333335
1098,5809204.555555556
1099,4119288.6666666665
1100,4942776.0
1101,4306424.333333333
1102,4209985.333333333
1103,2846030.111111111
1104,4609580.0
1105,3300158.777777778
1106,3171256.3333333335
1107,5246910.444444444
1108,5481161.666666667
1109,3826170.222222222
1110,4874232.0
1111,4044206.222222222
1112,4039835.222222222
1113,4128301.0
1114,4639780.666666667
1115,6447345.222222222
1116,3970748.777777778
1117,4624905.222222222
1118,3747951.4444444445
1119,3924598.111111111
1120,3894482.4444444445
1121,3865935.222222222
1122,4262948.666666667
1123,6295112.333333333
1124,4996177.222222222
1125,4330148.222222222
1126,4417024.444444444
1127,4842811.222222222
1128,4447908.333333333
1129,4189232.111111111
1130,3790218.111111111
1131,4948555.888888889
1132,3358582.777777778
1133,3793406.6666666665
1134,3820209.777777778
1135,2625597.0
1136,4991236.333333333
1137,6016193.222222222
1138,3758485.111111111
1139,6223176.0
1140,4421524.777777778
1141,3912403.0
1142,4468144.111111111
1143,4207835.111111111
1144,4655733.222222222
1145,4740298.888888889
1146,3784739.6666666665
1147,4349093.444444444
1148,4667274.222222222
1149,5862206.222222222
1150,6180671.333333333
1151,2496469.111111111
1152,6719594.0
1153,4513847.0
1154,2844903.3333333335
1155,3453424.6666666665
1156,4095617.888888889
1157,5167004.666666667
1158,6432705.555555556
1159,3979056.0
1160,4517562.444444444
1161,4136791.777777778
1162,4429316.333333333
1163,3489028.4444444445
1164,4037711.222222222
1165,5076050.222222222
1166,4992670.333333333
1167,4801316.666666667
1168,3783898.5555555555
1169,4403548.777777778
1170,3185971.111111111
1171,4391320.444444444
1172,2261688.0
1173,4540461.555555556
1174,3805807.888888889
1175,3489000.111111111
1176,2701221.4444444445
1177,6009253.111111111
1178,2939632.777777778
1179,3374621.777777778
1180,4037711.222222222
1181,4988757.111111111
1182,6073635.555555556
1183,5852796.888888889
1184,4109913.888888889
1185,3356328.3333333335
1186,4596314.777777778
1187,3280585.6666666665
1188,6398234.666666667
1189,5071817.666666667
1190,5152648.888888889
1191,5514224.0
1192,4668462.333333333
1193,3210661.3333333335
1194,6199967.222222222
1195,4065668.3333333335
1196,3941234.222222222
1197,3653202.111111111
1198,3750459.6666666665
1199,4174411.5555555555
1200,5367814.666666667
1201,4255799.444444444
1202,5139564.666666667
1203,3192194.111111111
1204,4101720.4444444445
1205,4229648.555555556
1206,4559730.333333333
1207,4148135.4444444445
1208,4503187.333333333
1209,4575660.222222222
1210,4325439.555555556
1211,6441829.333333333
1212,3710213.6666666665
1213,6013953.666666667
1214,3465944.0
1215,4363024.444444444
1216,3356953.5555555555
1217,3082464.222222222
1218,5251104.111111111
1219,5336476.222222222
1220,3543899.6666666665
1221,4201542.888888889
1222,3889103.3333333335
1223,4919989.0
1224,5260781.555555556
1225,4937447.222222222
1226,4506569.0
1227,4009256.4444444445
1228,4450837.555555556
1229,4701344.444444444
1230,4686697.222222222
1231,3951766.6666666665
1232,2555294.6666666665
1233,4040230.222222222
1234,4988813.222222222
1235,3991863.3333333335
1236,4960985.666666667
1237,3174745.222222222
1238,4032445.777777778
1239,4518039.666666667
1240,3780969.111111111
1241,3706101.5555555555
1242,6901748.555555556
1243,4171862.0
1244,4493930.555555556
1245,4988622.666666667
1246,2884081.6666666665
1247,5640101.444444444
1248,4848096.444444444
1249,4651048.222222222
1250,4681308.666666667
1251,3516082.111111111
1252,4475941.444444444
1253,5647436.666666667
1254,4249557.0
1255,3076314.111111111
1256,4613304.444444444
1257,4130173.3333333335
1258,5565960.666666667
1259,3262104.6666666665
1260,3837861.5555555555
1261,4576548.555555556
1262,4032402.6666666665
1263,5344494.444444444
1264,5182127.777777778
1265,3650052.222222222
1266,3499147.0
1267,5046849.0
1268,3815287.6666666665
1269,5064903.444444444
1270,2999227.4444444445
1271,4353158.555555556
1272,6019822.444444444
1273,3253744.888888889
1274,3970896.888888889
1275,4646500.777777778
1276,3322450.6666666665
1277,4455281.777777778
1278,5451933.222222222
1279,3805807.888888889
1280,4875555.111111111
1281,3346154.5555555555
1282,4870516.555555556
1283,3772388.5555555555
1284,4293468.333333333
1285,3630793.6666666665
1286,5748163.444444444
1287,3834947.888888889
1288,5719142.444444444
1289,3639515.4444444445
1290,4301634.666666667
1291,4016796.111111111
1292,6851556.333333333
1293,3842632.111111111
1294,4937698.333333333
1295,4703841.444444444
1296,3542239.111111111
1297,4601655.666666667
1298,4300694.333333333
1299,3504483.6666666665
1300,4434134.444444444
1301,2992982.777777778
1302,5011753.0
1303,3854660.3333333335
1304,5949521.666666667
1305,4101417.6666666665
1306,4851942.777777778
1307,4651048.222222222
1308,6274159.333333333
1309,3682314.777777778
1310,5293573.333333333
1311,4404757.444444444
1312,3064455.888888889
1313,7131582.666666667
1314,5328253.444444444
1315,4451852.333333333
1316,4939589.666666667
1317,4657122.222222222
1318,4460452.555555556
1319,4347067.222222222
1320,5165798.333333333
1321,3623393.6666666665
1322,5505431.555555556
1323,3866363.3333333335
1324,5074073.333333333
1325,3782046.3333333335
1326,5082917.111111111
1327,5579483.666666667
1328,5880716.222222222
1329,4889716.333333333
1330,4403111.555555556
1331,4339613.888888889
1332,4706756.222222222
1333,6097164.444444444
1334,3724997.777777778
1335,5939467.333333333
1336,3405639.6666666665
1337,5396774.888888889
1338,3961592.0
1339,3941016.4444444445
1340,3104832.777777778
1341,5723079.333333333
1342,4873177.888888889
1343,3171149.4444444445
1344,6833032.0
1345,3774188.4444444445
1346,3403291.6666666665
1347,3290914.3333333335
1348,3528245.6666666665
1349,3383688.777777778
1350,4110986.4444444445
1351,4911357.777777778
1352,4899228.666666667
1353,5130702.888888889
1354,5018685.333333333
1355,4486273.888888889
1356,5167004.666666667
1357,4872856.333333333
1358,4977107.333333333
1359,3368682.111111111
1360,3581788.888888889
1361,5042214.111111111
1362,3776655.0
1363,4939874.888888889
1364,3721638.888888889
1365,4048826.888888889
1366,4638984.222222222
1367,4767671.222222222
